,track_name,weeks,max_rank,min_rank,avg_rank
Wherever Would I Be,Wherever Would I Be,10,95,50,71.3
Wind It Up,Wind It Up,18,100,6,39.666666666666664
West Coast Summer Nights,West Coast Summer Nights,11,110,64,83.45454545454545
Don't Forget I Still Love You,Don't Forget I Still Love You,13,134,19,49.76923076923077
I Love You So,I Love You So,14,97,42,70.5
Give A Woman Love,Give A Woman Love,4,121,97,112.0
I Can't Stop Thinking Of You,I Can't Stop Thinking Of You,2,118,91,104.5
Shoulder Lean,Shoulder Lean,20,90,10,31.95
Twist It Up,Twist It Up,9,115,25,48.111111111111114
Let's Limbo Some More,Let's Limbo Some More,9,65,20,31.333333333333332
Mess Around,Mess Around,7,79,24,43.142857142857146
Danny's Song,Danny's Song,20,83,7,36.15
Thank God For You Baby,Thank God For You Baby,2,98,97,97.5
As The Years Go By,As The Years Go By,2,117,100,108.5
Tracy,Tracy,13,102,9,35.23076923076923
Fannie Mae,Fannie Mae,22,133,38,69.45454545454545
Is You Is Or Is You Ain't My Baby,Is You Is Or Is You Ain't My Baby,4,108,81,92.75
Jody,Jody,9,83,42,59.333333333333336
The Word Is Out,The Word Is Out,15,99,41,61.733333333333334
That's The Tune,That's The Tune,8,108,99,104.625
Happy Summer Days,Happy Summer Days,8,77,27,45.625
Pearl,Pearl,9,91,50,63.55555555555556
Stagger Lee,Stagger Lee,33,94,1,33.90909090909091
I Want To Love You For What You Are,I Want To Love You For What You Are,6,133,54,74.66666666666667
Woman Helping Man,Woman Helping Man,7,108,47,66.28571428571429
You Don't Know Like I Know,You Don't Know Like I Know,3,113,90,98.0
Kickstart My Heart,Kickstart My Heart,16,99,27,53.1875
Live Is Life,Live Is Life,16,88,32,54.4375
99 Worlds,99 Worlds,4,91,78,86.0
Long Tall Shorty,Long Tall Shorty,5,126,96,110.8
Gloria's Theme,Gloria's Theme,6,100,74,85.0
Little Red Rented Rowboat,Little Red Rented Rowboat,10,107,23,56.5
Flamingo Express,Flamingo Express,3,97,82,88.66666666666667
Put Your Mind At Ease,Put Your Mind At Ease,7,84,46,56.714285714285715
Pony With The Golden Mane,Pony With The Golden Mane,0,,,
Georgia Pines,Georgia Pines,7,121,81,92.28571428571429
Lady Eleanor,Lady Eleanor,5,98,82,87.8
Bobby's Girl,Bobby's Girl,16,87,3,21.0
How Do I Say I m Sorry,How Do I Say I m Sorry,0,,,
Come Over To My Place,Come Over To My Place,9,99,81,89.66666666666667
Stroke You Up,Stroke You Up,21,49,3,19.952380952380953
I'm Not Feeling You,I'm Not Feeling You,14,99,44,61.07142857142857
Adeste Fideles,Adeste Fideles,3,79,45,60.666666666666664
I Can't Quit Her,I Can't Quit Her,6,131,67,83.5
A Symphony For Susan,A Symphony For Susan,10,95,51,69.3
It's A Happening Thing,It's A Happening Thing,5,135,93,108.4
Graduation Day,Graduation Day,35,127,20,59.22857142857143
The Long Way Home,The Long Way Home,3,97,91,95.0
California Day,California Day,3,81,66,72.66666666666667
Hail! Hail! Rock And Roll!,Hail! Hail! Rock And Roll!,0,,,
Should've Never Let You Go,Should've Never Let You Go,19,99,19,45.94736842105263
What s My Name,What s My Name,0,,,
I'll Take Care Of Your Cares,I'll Take Care Of Your Cares,11,128,39,70.27272727272727
You Can't Sit Down,You Can't Sit Down,25,113,3,40.56
Ain't It The Truth,Ain't It The Truth,8,86,45,59.0
Tic Tic Tac,Tic Tic Tac,8,98,81,88.75
Uptown & Country,Uptown & Country,0,,,
Figure Of Eight,Figure Of Eight,5,99,92,95.4
Sgt. Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band,1,48,48,48.0
Stranglehold,Stranglehold,6,100,81,89.66666666666667
Press,Press,11,72,21,41.18181818181818
Hope Of Deliverance,Hope Of Deliverance,6,89,83,86.33333333333333
Freaky Gurl,Freaky Gurl,17,100,62,76.3529411764706
Kissin' On The Phone,Kissin' On The Phone,8,103,35,67.0
Buckaroo,Buckaroo,10,124,60,76.2
Gin And Juice,Gin And Juice,20,77,8,28.3
Objection,Objection,9,90,55,70.44444444444444
Ice Cream Freeze,Ice Cream Freeze,1,87,87,87.0
If We Were A Movie,If We Were A Movie,8,99,47,72.5
Motownphilly,Motownphilly,24,79,3,27.291666666666668
End Of The Road,End Of The Road,32,53,1,14.84375
Light My Fire,Light My Fire,50,133,1,53.32
Bless The Broken Road,Bless The Broken Road,20,66,29,44.75
The Lonely Surfer,The Lonely Surfer,10,119,39,70.3
Proud,Proud,17,117,29,66.23529411764706
Cindy's Birthday,Cindy's Birthday,13,89,8,35.30769230769231
Your Nose Is Gonna Grow,Your Nose Is Gonna Grow,10,104,14,41.3
Rumors,Rumors,18,126,12,54.94444444444444
Patti Ann,Patti Ann,11,112,43,72.27272727272727
Judy Loves Me,Judy Loves Me,6,124,95,107.33333333333333
Cindy's Gonna Cry,Cindy's Gonna Cry,7,99,72,85.14285714285714
Daydreams,Daydreams,6,94,70,80.83333333333333
I Surrender,I Surrender,20,109,71,86.75
Recovery,Recovery,9,83,37,57.333333333333336
Good Enough To Be Your Wife,Good Enough To Be Your Wife,4,100,97,98.75
Did You See Her Eyes,Did You See Her Eyes,14,126,32,56.357142857142854
The Magnificent Seven,The Magnificent Seven,11,87,35,54.09090909090909
442 Glenwood Avenue,442 Glenwood Avenue,7,96,56,75.71428571428571
Birthday Party,Birthday Party,12,130,40,72.16666666666667
Shout Bamalama,Shout Bamalama,8,81,54,62.125
Selfish One,Selfish One,11,131,11,42.36363636363637
I've Got The Skill,I've Got The Skill,5,118,89,103.2
Jerk And Twine,Jerk And Twine,3,128,93,107.66666666666667
Oliver Twist,Oliver Twist,7,112,76,87.0
Penetration,Penetration,9,67,18,35.0
Twistin' Matilda,Twistin' Matilda,15,118,22,49.4
"They're Coming To Take Me Away, Ha-Haaa!","They're Coming To Take Me Away, Ha-Haaa!",0,,,
Hurt By Love,Hurt By Love,9,100,54,66.11111111111111
I Take It Back,I Take It Back,13,102,12,40.46153846153846
Single Girl,Single Girl,12,96,12,35.25
Fortuneteller,Fortuneteller,15,117,41,63.46666666666667
Aladdin,Aladdin,5,113,92,101.8
Let's Turkey Trot,Let's Turkey Trot,10,82,20,40.3
Old Smokey Locomotion,Old Smokey Locomotion,8,126,48,70.875
Six White Horses,Six White Horses,8,102,79,88.625
Five O'Clock World,Five O'Clock World,14,94,4,24.428571428571427
The Girl Most Likely,The Girl Most Likely,11,118,55,85.72727272727273
Most People Get Married,Most People Get Married,9,105,27,52.111111111111114
Remember Then,Remember Then,10,120,24,54.9
Ain't Gonna Tell Anybody,Ain't Gonna Tell Anybody,0,,,
Daisy Petal Pickin',Daisy Petal Pickin',11,90,15,37.81818181818182
Sugar Shack,Sugar Shack,16,106,1,18.9375
Summer Bunnies,Summer Bunnies,7,98,55,71.71428571428571
They Reminisce Over You,They Reminisce Over You,15,97,58,71.13333333333334
Tic Toc,Tic Toc,16,95,73,84.875
Word Is Bond,Word Is Bond,2,100,94,97.0
Supa Star,Supa Star,5,99,85,91.8
Get Lifted,Get Lifted,10,97,71,81.4
Can't Wait,Can't Wait,4,100,94,98.0
Casonova,Casonova,0,,,
You Made A Believer,You Made A Believer,2,96,96,96.0
Hey Boy Take A Chance On Love,Hey Boy Take A Chance On Love,5,111,92,106.0
Silhouettes,Silhouettes,49,100,3,42.3469387755102
This World We Love In,This World We Love In,3,122,90,104.33333333333333
Dancing In The Moonlight,Dancing In The Moonlight,22,90,13,41.0
Can t We Try,Can t We Try,0,,,
In A Dream,In A Dream,15,98,72,89.0
I Fell In Love,I Fell In Love,18,100,61,76.88888888888889
No One's Gonna Change You,No One's Gonna Change You,5,100,96,97.4
If I Had The Chance,If I Had The Chance,0,,,
Everytime We Touch,Everytime We Touch,31,86,10,32.16129032258065
Wonderful Summer,Wonderful Summer,12,102,14,42.333333333333336
Satin Pillows,Satin Pillows,10,77,23,38.1
Over The Mountain,Over The Mountain,30,100,8,35.6
Reach Out Of The Darkness,Reach Out Of The Darkness,14,97,10,28.285714285714285
If Love Is In Your Heart,If Love Is In Your Heart,4,102,86,96.75
See You In September,See You In September,30,115,3,43.93333333333333
Music Music Music,Music Music Music,32,131,1,37.59375
Younger Girl,Younger Girl,20,119,42,65.55
Come Back When You Grow Up,Come Back When You Grow Up,17,104,3,29.529411764705884
Punish Her,Punish Her,8,78,20,39.25
Please Don't Ask About Barbara,Please Don't Ask About Barbara,11,81,15,40.45454545454545
Walkin' With My Angel,Walkin' With My Angel,10,105,53,76.0
I Can't Say Goodbye,I Can't Say Goodbye,10,111,90,98.8
Skokiaan,Skokiaan,34,86,3,21.91176470588235
Ventura Highway,Ventura Highway,12,63,8,27.833333333333332
It Tears Me Up,It Tears Me Up,11,92,20,45.27272727272727
"Fly, Robin, Fly","Fly, Robin, Fly",0,,,
Come On Over To My Place,Come On Over To My Place,5,99,60,78.0
I Count The Tears,I Count The Tears,11,77,17,36.27272727272727
Nightime,Nightime,12,94,36,54.833333333333336
It's A Night For Beautiful Girls,It's A Night For Beautiful Girls,5,110,67,83.4
Running Scared,Running Scared,24,95,1,35.666666666666664
Cherry Pie,Cherry Pie,36,108,10,46.666666666666664
Pop-Eye,Pop-Eye,9,111,51,66.55555555555556
She s Strange,She s Strange,0,,,
Hanging On A Heart Attack,Hanging On A Heart Attack,14,93,35,55.142857142857146
You've Got Another Thing Coming,You've Got Another Thing Coming,8,94,54,70.875
The End Is Not In Sight,The End Is Not In Sight,15,107,42,76.66666666666667
Burning Flame,Burning Flame,7,94,73,80.42857142857143
Third Rate Romance,Third Rate Romance,17,101,14,45.05882352941177
Amie,Amie,0,,,
So You Ran,So You Ran,8,95,58,73.25
You Could Take My Heart Away,You Could Take My Heart Away,13,100,32,56.23076923076923
10-9-8,10-9-8,15,95,38,60.06666666666667
Sweet Lui-Louise,Sweet Lui-Louise,2,87,72,79.5
Hunters Of The Night,Hunters Of The Night,8,93,57,71.625
Such A Woman,Such A Woman,13,91,26,50.07692307692308
Say Hello To Ronnie,Say Hello To Ronnie,5,93,68,75.4
Turn Up The Radio,Turn Up The Radio,19,99,29,59.0
Seasons,Seasons,7,106,75,91.0
I Couldn't Say No,I Couldn't Say No,12,94,32,54.166666666666664
Escalator Of Life,Escalator Of Life,9,94,58,69.77777777777777
Lovin' The Night Away,Lovin' The Night Away,9,100,45,66.66666666666667
Uhh Ahh,Uhh Ahh,20,88,16,37.65
Don't Blame Me,Don't Blame Me,9,128,20,47.0
Game Of Love,Game Of Love,12,117,1,26.0
Drivin' My Life Away,Drivin' My Life Away,25,95,5,37.4
Loop De Loop,Loop De Loop,13,107,4,39.61538461538461
Dey Know,Dey Know,17,94,31,56.8235294117647
You Threw A Lucky Punch,You Threw A Lucky Punch,8,69,49,58.625
To Be A Lover,To Be A Lover,22,96,6,41.54545454545455
You Beat Me To The Punch,You Beat Me To The Punch,12,73,9,30.333333333333332
Four Strong Winds,Four Strong Winds,20,133,60,89.5
I Gotta Woman,I Gotta Woman,3,88,79,83.0
Let's Start All Over Again,Let's Start All Over Again,9,109,20,47.55555555555556
When Liking Turns To Loving,When Liking Turns To Loving,9,71,18,32.333333333333336
You Were On My Mind,You Were On My Mind,25,131,3,44.84
Flake,Flake,17,93,73,78.88235294117646
You Can Run,You Can Run,8,122,63,79.125
House Of Bamboo,House Of Bamboo,3,97,88,91.0
Sweet Sixteen Bars,Sweet Sixteen Bars,0,,,
So Much Love,So Much Love,23,131,51,85.73913043478261
Real Live Girl,Real Live Girl,6,116,77,102.0
When My Little Girl Is Smiling,When My Little Girl Is Smiling,17,127,28,67.11764705882354
Amerikan Music,Amerikan Music,3,81,79,79.66666666666667
She's The One,She's The One,9,134,33,63.333333333333336
The City Of New Orleans,The City Of New Orleans,16,86,18,37.625
Alley Cat,Alley Cat,18,84,7,33.0
Chicken Feed,Chicken Feed,10,120,63,79.6
His Latest Flame,His Latest Flame,11,66,4,32.36363636363637
Crying In The Chapel,Crying In The Chapel,67,134,3,26.776119402985074
That Lady,That Lady,20,89,6,27.45
Time And The River,Time And The River,2,114,83,98.5
Nutbush City Limits,Nutbush City Limits,19,89,22,50.89473684210526
The Way I Live,The Way I Live,26,100,21,43.88461538461539
Cherry Hill Park,Cherry Hill Park,16,108,15,42.125
You Lied To Your Daddy,You Lied To Your Daddy,5,88,70,79.4
Burn Rubber,Burn Rubber,0,,,
Soldier's Last Letter,Soldier's Last Letter,3,91,90,90.66666666666667
Theme From Dixie,Theme From Dixie,7,93,39,62.0
Call It Rock 'N' Roll,Call It Rock 'N' Roll,0,,,
Once Bitten Twice Shy,Once Bitten Twice Shy,5,94,53,74.8
House Of Broken Love,House Of Broken Love,5,99,83,91.6
The Angel Song,The Angel Song,21,100,30,62.142857142857146
Smile A Little Smile For Me,Smile A Little Smile For Me,18,125,5,42.44444444444444
Touch Me Tonight,Touch Me Tonight,8,98,67,80.75
La-Di-Da,La-Di-Da,6,102,78,89.66666666666667
"Hot Love, Cold World","Hot Love, Cold World",0,,,
Nothing But A Breeze,Nothing But A Breeze,3,100,86,91.66666666666667
Warm And Tender Love,Warm And Tender Love,10,101,17,40.6
Can't You Find Another Way,Can't You Find Another Way,6,86,54,60.0
Lady Madonna,Lady Madonna,16,125,4,43.3125
Every Time I Think Of You,Every Time I Think Of You,5,80,37,56.2
Wonderful Baby,Wonderful Baby,7,107,93,101.14285714285714
Blue Moon,Blue Moon,49,135,1,63.857142857142854
Don't Run My Life,Don't Run My Life,5,88,82,84.0
It Didn't Take Long,It Didn't Take Long,10,94,43,64.9
New Romance,New Romance,11,93,39,57.27272727272727
Everything Is Alright,Everything Is Alright,3,99,86,91.0
Tongue In Cheek,Tongue In Cheek,9,103,55,67.11111111111111
Dirty Man,Dirty Man,7,93,68,80.71428571428571
Tomboy,Tomboy,13,109,29,64.23076923076923
A Little Bit Of Heaven,A Little Bit Of Heaven,16,99,16,57.0
One More Mountain To Climb,One More Mountain To Climb,6,79,45,55.333333333333336
One Kiss For Old Times' Sake,One Kiss For Old Times' Sake,0,,,
Telephone,Telephone,36,111,3,27.36111111111111
This Is The Thanks I Get,This Is The Thanks I Get,5,109,65,93.0
King Tut,King Tut,15,89,17,45.86666666666667
Crank It Up  Pt. 1,Crank It Up  Pt. 1,0,,,
If I Were A Carpenter...,If I Were A Carpenter...,0,,,
I Believed It All,I Believed It All,5,114,96,109.8
I'll Be Gone,I'll Be Gone,5,116,92,102.8
Midnite Maniac,Midnite Maniac,6,94,71,79.16666666666667
It's Gonna Work Out Fine,It's Gonna Work Out Fine,16,101,14,51.875
My Answer,My Answer,4,120,92,104.0
This Ol' Cowboy,This Ol' Cowboy,4,95,78,87.75
Wednesday,Wednesday,4,119,97,107.25
Calypso,Calypso,0,,,
Stardust,Stardust,11,98,32,66.9090909090909
Paper Doll,Paper Doll,43,94,1,18.25581395348837
Fantastic Voyage,Fantastic Voyage,34,101,3,36.26470588235294
It's Just The Sun,It's Just The Sun,2,85,83,84.0
Thugz Mansion,Thugz Mansion,20,78,19,41.5
Soul Provider,Soul Provider,17,88,17,46.8235294117647
Roll Over Beethoven,Roll Over Beethoven,33,102,29,69.51515151515152
"Sugar, We're Goin' Down","Sugar, We're Goin' Down",0,,,
You've Got What I Need,You've Got What I Need,7,108,76,93.28571428571429
Blame It On The Boogie,Blame It On The Boogie,12,108,54,75.08333333333333
Almost Like Being In Love,Almost Like Being In Love,12,86,32,51.75
This Night Won't Last Forever,This Night Won't Last Forever,12,89,65,77.16666666666667
Bluer Than Blue,Bluer Than Blue,16,94,12,38.5625
The Puzzle Song,The Puzzle Song,5,100,78,83.2
I Knew You Were Waiting,I Knew You Were Waiting,15,81,1,24.066666666666666
I Feel The Earth Move,I Feel The Earth Move,11,100,25,53.0
All Out Of Love,All Out Of Love,27,97,2,31.11111111111111
Lost Love,Lost Love,9,130,35,72.22222222222223
The Girl With The Story In Her Eyes,The Girl With The Story In Her Eyes,3,93,85,88.33333333333333
Somebody Help Me,Somebody Help Me,7,82,47,62.57142857142857
Santa Claus Is Watching You,Santa Claus Is Watching You,4,128,45,76.25
I've Got Five Dollars And It's Saturday Night,I've Got Five Dollars And It's Saturday Night,9,130,99,109.11111111111111
Who Said,Who Said,4,98,83,89.25
Pumpin' Up The Party,Pumpin' Up The Party,1,81,81,81.0
I Got Nerve,I Got Nerve,1,67,67,67.0
The Other Side Of Me,The Other Side Of Me,1,84,84,84.0
The Right Time,The Right Time,9,100,81,92.44444444444444
In This Moment,In This Moment,1,60,60,60.0
Come Along,Come Along,2,87,83,85.0
Poor Side Of Town,Poor Side Of Town,20,104,1,38.45
La La Peace Song,La La Peace Song,17,100,30,66.11764705882354
Lay Down Your Arms,Lay Down Your Arms,33,99,16,59.06060606060606
Heartline,Heartline,2,93,92,92.5
Dance Across The Floor,Dance Across The Floor,18,95,38,69.22222222222223
Side Car Cycle,Side Car Cycle,6,94,84,87.83333333333333
1900 Yesterday,1900 Yesterday,12,78,33,52.416666666666664
Love Takes A Long Time Growing,Love Takes A Long Time Growing,5,90,77,81.0
Number Wonderful,Number Wonderful,2,95,95,95.0
Summer Sounds,Summer Sounds,8,122,58,76.875
"Hey Jean, Hey Dean","Hey Jean, Hey Dean",0,,,
Precious Memories,Precious Memories,8,127,67,82.5
Honest I Do,Honest I Do,28,112,28,64.5
Southern Nights,Southern Nights,21,96,1,33.0
I'm Gonna Knock On Your Door,I'm Gonna Knock On Your Door,15,115,12,52.46666666666667
Bandit Of My Dreams,Bandit Of My Dreams,8,116,65,88.25
Band Of Gold,Band Of Gold,78,124,3,39.92307692307692
"My Neck, My Back","My Neck, My Back",0,,,
Gimme Dat Ding,Gimme Dat Ding,1,65,65,65.0
Fool Moon Fire,Fool Moon Fire,0,,,
All These Things,All These Things,11,123,97,107.27272727272727
I Know One,I Know One,2,94,82,88.0
Maybe I Deserve,Maybe I Deserve,20,99,38,62.15
Pocketful Of Sunshine,Pocketful Of Sunshine,35,94,5,30.542857142857144
Small World,Small World,26,97,20,47.38461538461539
Give Me The Keys,Give Me The Keys,8,100,47,62.375
A Hurricane Is Coming Tonite,A Hurricane Is Coming Tonite,0,,,
Guitar Man,Guitar Man,37,114,12,49.08108108108108
You Got Soul,You Got Soul,7,90,58,74.14285714285714
I Like To Rock,I Like To Rock,3,97,86,91.0
Soul Time,Soul Time,7,112,67,79.71428571428571
"Sing It, Shout It","Sing It, Shout It",0,,,
"So Young, So Bad","So Young, So Bad",0,,,
Gonzo,Gonzo,15,106,43,68.53333333333333
Radio Ga Ga,Radio Ga Ga,2,65,43,54.0
Sometimes Good Guys Don't Wear White,Sometimes Good Guys Don't Wear White,9,130,43,70.55555555555556
Why Pick On Me,Why Pick On Me,7,93,54,69.85714285714286
Can't Help But Love You,Can't Help But Love You,4,118,78,93.0
Darkest Street In Town,Darkest Street In Town,5,128,77,90.4
Bring Back The Time,Bring Back The Time,7,130,75,98.57142857142857
Candy Man,Candy Man,20,110,25,64.95
Scatman,Scatman,13,98,60,74.38461538461539
You Can't Judge A Book By The Cover,You Can't Judge A Book By The Cover,10,89,48,63.6
Tips Of My Fingers,Tips Of My Fingers,13,123,45,77.84615384615384
Somewhere Between Love And Tomorrow,Somewhere Between Love And Tomorrow,5,98,81,90.6
Love's Been A Little Bit Hard On Me,Love's Been A Little Bit Hard On Me,17,97,7,29.58823529411765
Capture Your Heart,Capture Your Heart,5,91,88,89.8
With This Ring,With This Ring,13,126,14,48.61538461538461
I Think Of You,I Think Of You,8,86,53,63.75
Lying,Lying,8,97,74,82.25
I Don't Want To Make You Wait,I Don't Want To Make You Wait,4,99,91,93.0
Tell Me This Is A Dream,Tell Me This Is A Dream,3,96,86,91.0
You Got Yours And I'll Get Mine,You Got Yours And I'll Get Mine,0,,,
Turtle Power,Turtle Power,16,98,13,45.25
The Girl I Used To Know,The Girl I Used To Know,15,97,27,52.46666666666667
Dream Lover,Dream Lover,41,127,2,58.170731707317074
Everyotherday,Everyotherday,8,98,46,65.125
Fool To Cry,Fool To Cry,15,96,10,40.6
Out Of Tears,Out Of Tears,15,98,60,75.93333333333334
Like A Sunday Morning,Like A Sunday Morning,6,104,63,80.33333333333333
Nobody's Perfect,Nobody's Perfect,37,99,27,71.45945945945945
Teensville,Teensville,5,109,73,88.6
Doggin' Around,Doggin' Around,16,81,15,40.3125
My Empty Arms,My Empty Arms,9,60,9,29.77777777777778
Sue's Gotta Be Mine,Sue's Gotta Be Mine,8,125,71,86.0
Soul Twist,Soul Twist,15,110,17,50.6
The Woman I Love,The Woman I Love,7,113,94,103.42857142857143
Pipeline,Pipeline,23,120,4,56.95652173913044
Johnny Freedom,Johnny Freedom,4,82,69,75.5
Mighty Clouds Of Joy,Mighty Clouds Of Joy,10,73,34,46.3
Another Somebody Done Somebody Wrong Song,Another Somebody Done Somebody Wrong Song,0,,,
The Chemicals Between Us,The Chemicals Between Us,0,,,
Please Tell Me Why,Please Tell Me Why,16,103,20,44.4375
Cathy's Clown,Cathy's Clown,18,109,1,25.88888888888889
I Love The Way You Love,I Love The Way You Love,16,109,9,42.1875
